,review,review_en
1701,非常不错，味道超棒，物有所值！,"Very good, great taste, value for money!"
1702,很一般的糖，不喜欢,"Very general sugar, do not like it"
1703,zzzz,zzzz
1704,朋友很喜欢，下次再买一次～,"Friends like it, buy it again next time ~"
1705,还不错 很大一包,Not bad at all
1706,一般吧，快递小哥服务好！！！,"In General, express brother service is good! ! !"
1707,从外地调货，物流就慢了,"Transfer goods from the field, the logistics is slow"
1708,马上要过期的商品还在出售、商家还说是好日期、希望不要再坑害用户了。,"To expire soon to sell the goods, businesses also said to be a good date, I hope not to hurt users."
1709,个人感觉还可以，做工还有点小瑕疵。,Personal feeling can also work a little flaw.
1710,针线都破了,Needlework is broken
1711,猫咪很喜欢吃,Cats like to eat
1712,物美价廉！,Cheap!
1713,挺好吃，挺好吃，挺好吃。,"Very tasty, very tasty, very tasty."
1714,味道与价钱不符,Taste and price does not match
1715,很不错没有坏的，,"Very good no bad,"
1716,一直用这个，凑合，感觉太油了,"Has been using this, improvise, feeling too oily"
1717,货已经收到，送朋友的,"Goods have been received, sent to friends"
1718,正品，特意用了一段时间来评价，用久了和视频久了都不会热，给爸妈买的，很喜欢。祝卖家生意兴隆！,"Genuine, deliberately used for some time to evaluate, with a long time and the video will not be hot for a long time, bought for parents, I really like it. I wish the seller business is booming!"
1719,全是高纯度的有点苦,Full of high purity bitter
1720,第二次购买，质量、快递很给力,"The second purchase, quality, delivery is to force"
1721,收到了，比超市便宜，味道不错,"Received, cheaper than the supermarket, taste good"
1722,东西挺好的，但是物流时间太长了，感觉不怎么新鲜咯。,"Things are good, but the logistics time is too long, I feel not very fresh slightly."
1723,这已经是第三次下单了，山西馆有政府做保障，所以买的东西很放心，也很实惠，送人有面子,"This is the third order, the Shanxi Museum has a government guarantee, so buy something very relieved, and very affordable, give people a face"
1724,还可以吧了!,Okay!
1725,保质期就几个月了,Shelf life of a few months
1726,口味还是不错的说，素牛肉可以的，下次还会续购,"Taste is good, vegetarian beef can, the next will be renewed"
1727,小时候的感觉，就是感觉没小时候的厚了，量小了点,"Childhood feeling, that is, no childhood thick, a small amount of points"
1728,送的 还不错 谢谢了,Nice to send Thank you
1729,6.18买的，油还没吃，看着不错，就是发货超级慢，两桶油也没有任何包装，还好没损坏，总体满意吧。生产日期是2017.1月份。菜籽油是5月的。,"6.18 to buy, the oil has not eaten, looked good, is the delivery super slow, two barrels of oil nor any packaging, but fortunately no damage, the overall satisfaction of it. The production date is 2017 January. Rapeseed oil is in May."
1730,我只收到二十四个，我可以用人格担保，我绝对没有骗人，太失望了，说好的二十五个，可是事实就是如此。附图一张，看看这是什么店家&hellip;&hellip; 下单慎重,"I only received twenty-four, I can guarantee with personality, I am absolutely no lie, too disappointed, say good twenty-five, but the fact is the case. Figure a picture to see what this is the store under a single caution"
1731,薄荷糖很好吃 而且分量很足的，喜欢,"Peppermint is delicious and the weight is great, I like it"
1732,gooooooood,gooooooood
1733,23号就下单预定了手机，29号发货，所在的地区属于是次日达，终于在十一那天收到货。拿到手马上就开封试机，6寸屏幕真大啊，由于是窄边框屏幕，维沃定义的全面屏，和自己用的5.5寸屏幕手机对比一下，稍微大一点点，基本上看不出来。手机系统操作了一下无卡顿，环境温度20度左右中度使用没感觉到手机发热，快充的时候手机也基本不发热。后续使用效果再回来追加的。,"On the 23rd order a cell phone, delivery on the 29th, where the area belongs to the next day, and finally received the goods on the 11th. Get the hand to Kaifeng test machine immediately, 6-inch screen is really big ah, because it is a narrow bezel screen, VVO defined the full screen, and their own with 5.5-inch screen phone comparison, slightly larger, basically can not tell. Mobile phone system operating a bit without cataplasm, ambient temperature of about 20 degrees did not feel moderate use of cell phone fever, fast charge when the phone is basically not hot. Follow-up effect and then come back to the additional."
1734,很好吃，酒味蛮浓郁的，里面的酒是浅黄色的很好吃，还会回购的，一口气就吃了三个,"Very tasty, very rich wine, the wine is light yellow is delicious, but also repurchase, and in one breath to eat three"
1735,很可爱，宝宝喜欢,"Very cute, baby likes it"
1736,东西还可以，算是满意了。,Things can be considered satisfactory.
1737,味道好，很甜很好吃,"Taste good, sweet and delicious"
1738,狗宝的粮食必须在京东上买，便宜，送货上门，买到的东西和超市里的一模一样。,"Dog food must be purchased in Jingdong, cheap, home delivery, buy the same things in the supermarket."
1739,挺不错的,not bad
1740,挺好吃也很便宜，就是物流比较慢,"Very delicious is also very cheap, that is, logistics is relatively slow"
1741,准备了好些 年货，终于可以安心过个年了,"Prepared a lot of New Year, finally feel relieved after a year"
1742,这东西太单薄了，没想相中的好。,"This thing is too thin, did not think phase of good."
1743,香蕉还没熟，等着熟看看,"Banana is not cooked, waiting to see cooked"
1744,挺好的，嘿嘿，加油京东，谢谢老板，耿直！！！,"Very good, hey, cheering Jingdong, thank you, upright! ! !"
1745,收货很快！还没吃过！,Receiving soon! Not eaten!
1746,从十月底开始就天天败家，每天买一堆东西，还没吃它，但是相信你应该不错吧,"Every day from the end of October onwards, every day to buy a bunch of things, have not eaten it, but I believe you should be good"
1747,这种口感不错 不会太苦 也比较纯，好吃。,"This taste good not too bitter but also relatively pure, delicious."
1748,发货很及时，很喜欢,"Delivery is timely, like it"
1749,京东配送就是快，但是能不能下次放点冰袋啥的，都融化了，，，,"Jingdong distribution is fast, but can not put the ice bag next time Han, melted ,,,"
1750,无意中看到拼团购，就立马预定了！开始还以为店家发的中通快递，怕收到水果后会烂掉了，没想到是我多想了～付完尾款几天后收到了水果，拆箱后检查了下水果都很新鲜，店家用了冰袋放到泡沫箱子里，很不错！火龙果很大个，味道也很甜，很满意～有需要还会再来的，祝店家生意红红火火&hellip;,"Inadvertently see the fight buy, immediately scheduled! The beginning also thought that the store made by pass, afraid to receive fruit will rot, I did not expect to think more ~ ​​Pay the final few days after the receipt of the fruit, unpacking check the next fruit is very fresh, the shop Home ice pack into the foam box, very good! Dragon fruit is very large, the taste is very sweet, very satisfied ~ need to come again, I wish the store business booming & hellip;"
1751,狗狗喜欢吃！就是太贵了！再便宜点就好了,Dogs like to eat! It is too expensive! Just cheaper again
1752,发货很快，2天就到货了，芒果硬，不知道要放多久，总共7个芒果，家里没称不知道是不是足够。,"Deliver quickly, 2 days to arrive, mango hard, do not know how long to put, a total of seven mango, the family did not know do not know if it is enough."
1753,挺好的，个头大小一致，正在上班，还没有来的及吃，呵呵，看着很不错～～,"Very good, the same head size, are at work, have not come and eat, Oh, looked very good ~ ~"
1754,还未尝 看着还不错 不知味道如何,Not yet taste good not to know the taste of how
1755,这款蟹爪质量不错，味道鲜美，包装严实，价格实惠，服务周到，快递迅速，支持京东，非常满意的一次购物体验！,"This crab claw good quality, delicious, packed tightly, affordable, courteous service, express delivery quickly, support Jingdong, very satisfied with a shopping experience!"
1756,发过来都臭了 冰袋都是热了盖子也是松的 水也漏出来了许多,Hair stinks are all smelly ice bags are hot cover loose water also leak out a lot
1757,她不喜欢白巧克力。,She does not like white chocolate
1758,包装太小了、不满意,"Packaging is too small, not satisfied"
1759,无语了！好**小。不过味道很好吃。还有冰袋保质。所以犹豫了半天还是给了个好评,Speechless! so small. But the taste is delicious. There are ice bag durability. So hesitated for a long time or gave a good comment
1760,真心不好吃！完全不值得这个价格&hellip;&hellip;,Really bad! Totally not worth the price & hellip; & hellip;
1761,产品被压坏了,The product is crushed
1762,东西不错，物流有点慢,"Good things, logistics a bit slow"
1763,猫第一次吃，不怎么喜欢吃感觉还行,"Cat first time to eat, do not like to eat feeling okay"
1764,9.1日买的，换了两次货，因为是次品。第三次等了半个月到货了。因为是给老年人买的，老人没说什么我就不找京东的麻烦了。对于我心里还是很不舒服的，抢了大半天的东西，结果是残缺品，耽搁了那么久的时间居然京东能一点都不表示。上个月买的小米5x手感比魅蓝note6好，更上档次。这个机子伤了我的心，绝不会再买魅族！,"9. 1 bought, changed twice, because it is defective. Waiting for the third time for half a month. Because it is for the elderly to buy, the elderly did not say what I do not find Jingdong trouble. For my heart is still very uncomfortable, robbed most of the day things, the result is incomplete, delayed for so long actually Jingdong can not say. Last month, millet 5x feel better than the charm blue note6, more on the grade. This machine hurt my heart, will never buy Meizu!"
1765,非常好,very good
1766,真好吃，量也很多，物有所值,"Really delicious, lots, value for money"
1767,商品的符合程度高，就是物流太太慢啦,"High degree of compliance with the goods, the logistics is slow lady"
1768,给刚刚拔了牙的大猫吃，里面有细小的鱼刺，倒也不硬，但还是怕扎到他的牙龈，只能细细的挑出来。,"To just pull the teeth of the cats eat, there are small fishbone, it is not hard, but still afraid to tie his gums, only a thin pick out."
1769,嗯,Ok
1770,首先我说一下，手机外观很不错，拿着也挺有手感的。然后就是解锁的事，指纹解锁秒解，面部识别稍微慢点。其次是手机性能，有时候使用QQ明显能够感觉很卡顿，很不流畅，但使用微信就没有这个情况，可能操作系统没有做到与QQ很兼容吧，也有可能是我没有下载正确的版本。还有就是6G的运行内存，系统就占了3G左右，可用的也就两三个g了，在随便开一点软件，也就没有多少剩余的了，希望小米工程师能够优化一下各软件所占运行内存吧。,"First of all, let me talk about the appearance of the phone is very good, holding a pretty feel. Then there is unlocking, unlocking the fingerprint solution, face recognition a little slower. Followed by the phone performance, and sometimes use QQ obviously can feel Caton, very fluent, but the use of WeChat there is no such situation, the operating system may not be compatible with QQ it, it may be that I did not download the correct version. There is 6G running memory, the system accounted for 3G or so, available also two or three g, just open a little software, there is not much left, and hope millet engineers can optimize the operation of the software Memory it."
1771,一个多月才到家 换了其他粮 ?,More than a month to get home for other food?
1772,方便快捷，不错,"Convenient, not bad"
1773,不错，只是价格有点高,"Not bad, but the price is a bit high"
1774,好时巧克力很好吃。入口即化，丝滑感受。全家人都喜欢。,"Hershey is delicious. The entrance is smooth, silky feel. The whole family likes it."
1775,狗粮还不错。我家狗狗挺爱吃的。就是有一点分量太少了。,Dog food is not bad. My dog ​​is very loving to eat. There is a bit too little weight.
1776,买的10罐，到货11个，估计是卖家送的，感谢！可为什么没有一罐是好好的包装，全部是押扁了的，虽然比宠物医院每罐便宜*，可真让我担心到底是否是真货？关键这个是给宝贝吃的，结果又带考察！,"Buy 10 cans, arrival 11, it is estimated that the seller to send, thank you! Why can not a can of good packaging, all flattened, although cheaper than pet hospital per can *, can I really worry about whether the real thing? The key to this is to eat baby, the result with inspection!"
1777,狗狗很喜欢吃，但感觉会上瘾，每次都要拌妙鲜包狗狗才吃主粮。,"Dogs like to eat, but it feels addictive."
1778,满减活动凑单买的，只有五条，贵了一点。希望味道不错吧。能不能不要每次都把发票皱成这个样子。,"Minato activities packed single, only five, a little more expensive. I hope it tastes good. Can I not have to fold my invoice every time?"
1779,很不错还好，女朋友挺喜欢,"Very good, my girlfriend liked it very much"
1780,质量一级棒!我家宝贝儿一天一支，非常喜吹!,"Excellent quality! My baby one day, very happy to blow!"
1781,满意,satisfaction
1782,还行，就是气球的颜色太单一，,"Okay, the color of the balloon is too single,"
1783,送货太慢，其它都好。好吃。,"Delivery is too slow, others are good. good to eat."
1784,很好，孩子很喜欢,"Very good, children like it"
1785,保质期到 2017.10,Shelf life to 2017.10
1786,小狗刚吃，吃的挺干净的,"Puppies just eat, eat very clean"
1787,虽然有点小贵，但是真的好吃，味道很正宗，炒饭或者拌面都可以，下次有活动还会买,"Although a little expensive, but really delicious, taste very authentic, fried rice or noodles can be the next event will buy"
1788,不错已经买了几次了,Nice to have bought several times
1789,只是物流很慢,Only logistics is slow
1790,还可以，，，，，,"is acceptable,,,,,"
1791,好~~ 不错~~,Good ~ ~ good ~ ~
1792,确实有点大，跑步跑步携带不方便。电池够牛☠，用来工作的，不玩游戏，内存基本是1.8-2.3g剩余。,"Really a bit big, running jogging inconvenient to carry. Batteries enough bullock, used to work, do not play the game, the memory is basically the remaining 1.8-2.3g."
1793,赠品，清醒口气？，点个赞！,"Giveaway, sober tone? ,give a like!"
1794,挺好的，还送绳子。,"Very good, but also to send the rope."
1795,感觉还可以吧，反正只要是正品，以后还会帮衬京东，以前在买的东西都是 很失望很失望很失望,"Feel OK, anyway, as long as it is genuine, will also help Jingdong later, before buying things are very disappointed very disappointed"
1796,原来西柚的保质期只有两年,The original grapefruit shelf life of only two years
1797,太小了，不能送人只能自己吃！,"Too small, can not give away only to eat their own!"
1798,京东发货送货的确没话说 快 半天就到了 赞一个,Jingdong delivery delivery is indeed almost half a day like a praise
1799,东西送到了，信息度没有,"Things have been sent, the degree of information is not"
1800,物美价廉，大品牌,"Cheap, big brand"
1801,味道不如儿时好，一般般。,"Taste better than childhood, as usual."
1802,垃圾,Rubbish
1803,好小啊。。还没我手掌大。。婆婆说拿来没用太小了,So young . Not my palm big. . Mother said that useless too small
1804,很不错的薯片，量大价优，和超市里买的一模一样，生产日期都很新。味道也都不错。包装非常的结实。满减再用券的价格真是很不错。京东的配送速度真是现如今国内最厉害的快递了。快递小哥的送货速度和服务态度也非常的好！去自提点自提时，工作人员也非常的友善，每次都帮忙把东西搬到车上。真的是非常感谢！,"Very good potato chips, a large amount of excellent price, and the supermarket to buy the same, the production date is very new. Taste is not bad. Packaging is very strong. Re-use voucher full price is really good. Jingdong delivery speed is now the most powerful domestic express. Delivery little brother delivery speed and service attitude is also very good! Since mentioning the staff, the staff is also very friendly, always help to move things to the car. Really is very grateful!"
1805,红枣个头很大的哦?很好吃的耶！,Jujube big head Oh? Very tasty!
1806,还可以吧，给同学买的。,You can also buy it for your classmates.
1807,瓜子秒杀的，9.89一斤，比超市7.5元180g的划算太多，就是遵义给京东派件的是中通的，那速度都不能甩开乌龟一条街，早上8点50显示派件，直到晚上18点过了才送到！,"Melon seeds spike, 9.89 pound, 7.5 yuan more than the supermarket 180g cost too much, that is, Zunyi Jingdong sent pieces are in the pass, that speed can not be thrown off a street, 8:50 am to send dispatch until the evening 18 o'clock before it was delivered!"
1808,中年次品 奔三的人，前面一台二手iPhone5s用了两年，得心应手，打电话上网刷微博，拿来当诺基亚摔，后来电池挂了耳机也掉了。 然后看中魅族note6外观，就买了4G版，不配耳机？然后一起买了EP52。所以一星给外观。 照相机主要功能是当备忘录用，拍出来字能看的清楚就行并无他求。 屏幕大单手操作不便，偶尔用回iPhone感觉屏幕小得像手表，所以一星给屏幕。 UI风格清秀，操作啰嗦了，安卓通病后台各种走流量，微信卡死的次数最多，体验真心一般。但是HOME键返回反正只用了一天后，用回iPhone就各种点错HOME键，所以一星给HOME键。 电池够用一天，晚上睡觉充到起床，无所谓速度了。 品控的话发图了，那个耳机孔本应该这样吗？摔了一两次还好。 中午老板拿到iPhoneX，看了下真机，然后发现魅蓝Note6和我确实挺配的，中年loser。 第二个mp3是魅族的，方方正正，耳机舒服，那个时候写评论的话，我会给五星。,"Middle-aged goods Ben-third of people, in front of a second-hand iPhone5s spent two years, handy, call the Internet microblogging microblogging, used when Nokia fell, then the battery hung headphones fell. Then look Meizu note6 appearance, bought a 4G version, do not deserve headphones? Then bought the EP52 together. So a star to the appearance. The camera's main function is to use the memorandum, shoot out the word can see clearly on the line there is no demand. One large screen hand operation inconvenience, and occasionally use the iPhone back to feel the screen is as small as a watch, so a star to the screen. UI style and handsome, long-winded operation, Andrews backlinks to go through a variety of flow, the largest number of WeChat stuck dead, the experience really sincere. But the HOME key return Anyway, only one day after using the iPhone back to a variety of wrong point HOME key, so a star to the HOME key. Battery enough for a day, sleep at night to get up, it does not matter the speed. If the quality control plans, the headphone hole should be so? Fall one or two times okay. Noon boss got iPhoneX, saw the real machine, and then found Charm Blue Note6 and I really fit, middle-aged loser. The second mp3 is Meizu, square, headphones comfortable, then write reviews, I will give five-star."
1809,店家发货很快，物流也很给力，赞赞赞。。。,"Fast delivery of the store, the logistics is also very awesome, like praise. . ."
1810,好甜肉厚,Good sweet thick
1811,一个字 好,A word is good
1812,楼兰的东西买了好多年了，整体品质都不错，之前另一个平台的旗舰店买的。看这里有活动就这里买了,"Loulan bought something for many years, the overall quality is good, before the other flagship store to buy a platform. Have a look here to buy activities here"
1813,感觉不错、不过还没有制作,"Feeling good, but not yet produced"
1814,很好，一直买！,"Very good, always buy!"
1815,买了给金毛吃很不错～,Golden Retriever bought to eat very good ~
1816,怎么那么咸，超级咸，都是这样的吗？,"How salty, super-salty, are all like this?"
1817,我觉得还不错，但是呢就是，偶尔会迟到一两个，一两个，怎么说呢？一两个比较烂的，我的图下面就有，嗯，他准确的说他已经被虫子咬得都不算了，同样的外壳就可以看出来,"I think it is not bad, but what is it? Occasionally one or two late, one or two, what can I say? One or two relatively bad, my figure below there, ah, he accurately said that he has been bug bites are not calculated, the same shell can be seen"
1818,味道一般，没有我内蒙古朋友从内蒙带来的正宗,"Taste is normal, no authentic Inner Mongolia friends brought from Inner Mongolia"
1819,不要在这家买。售后服务差到极限。 手机严重发烫，寄回去给商家检测，出了一个假的报告说手机没问又把手机寄回给我，本来就是发烫，居然检测不出来，还作假，后来我投诉他没有苹果公司检测盖章，他又叫我把手机寄去重新检查，一检就是十几天，没下文，每次打电话问都叫我耐心等几天，最后一次问的时候还是说要我等，我就发飙直接挂机，过一会商家打电话过来说手机检测好了，说确实有问题，给我换新的。结果手机收到后还是发烫，本人投诉的是手机发烫问题，每次联系卖家都说寄回检测，第一次检测报告结果说没有任何质量问题，第二次报告说按键有问题给我换新机，新机拿到后依然发烫，而且报告上并没有针对这个问题处理，而是写按键有问题，但我并没有投诉按键有问题。手机发烫问题从头到尾没有得到解决，就算换新机还是发烫，后来要求退货，商家又叫我寄回检测确实有问题才能退。结果快到后居然说我屏幕刮花，拒收，又寄回来给我，手机寄回来后并没有刮花，是商家不想负责任，一直在搞事情，最后运费也不退。,"Do not buy in this house. Poor service to the limit. A serious mobile phone, send it back to the business testing, out of a fake report that the phone did not ask again the phone back to me, had been hot, actually could not detect, but also fake, and later I complained that he did not Apple's testing Seal, he told me to send the phone to re-check, a check is more than a dozen days, no below, each call asked me to wait patiently for a few days, the last time I asked to say or so, I Arrogance hang up directly, after a while merchants call over the phone test is good, that there is indeed a problem, give me a new one. The result is still hot after receiving the phone, I complain about the phone is hot, each contact the seller said to send back the test, the first test report said no quality problems, the second report that there is a problem button to me New machine, the new machine still get hot after getting, and the report did not deal with this issue, but write button problems, but I did not complain button problems. Phone hot problem has not been solved from start to finish, even if the new machine is still hot, and later asked to return, the business also told me to send back the test does have a problem can be back. When the results arrived, I actually said after the screen scratched, rejected, and sent it back to me, after the phone is sent back and did not scratch, the business does not want to be responsible, has been engaged in things, the final freight is not refundable."
1820,小时候的味道，梁丰牌， 出来酸奶味的 一定要尝尝看，好吃。老少都接受,"Childhood flavor, Liang Feng brand, out of the yogurt taste must try to taste, delicious. Both young and old accepted"
1821,铁盒包装的买了两个 但糖很硬 和台系的差了不少,Tin packaging bought two but very hard candy and Taiwan a lot worse
1822,味道超级棒！！！,Taste great! ! !
1823,她说挺好看，但是味道不行，说就是加了色素的糖。心意最重要。快递确实快。两天，从北京到四川。快,"She said that looks very good, but the taste does not work, that is added pigment sugar. Most important mind. Express really fast. Two days, from Beijing to Sichuan. fast"
1824,味道不错，老爸很喜欢，糖尿病和心脏病的人都可以吃!,"Taste good, dad likes, people with diabetes and heart disease can eat!"
1825,10.9买的，后来就涨价了，发现双十一东西比平时还贵，挺好吃的，东西没问题，等便宜了在买，比超市里便宜。10.9买的，后来就涨价了，发现双十一东西比平时还贵，挺好吃的，东西没问题，等便宜了在买，比超市里便宜。,"10.9 bought, and later on the price, and found that double eleven things more expensive than usual, very tasty, no problem, so cheaper to buy cheaper than the supermarket. 10.9 bought, and later on the price, and found that double eleven things more expensive than usual, very tasty, no problem, so cheaper to buy cheaper than the supermarket."
1826,现在有活动，价钱非常合适，一口气买了7袋。够我家泰迪吃些日子了,"Now there are activities, the price is very suitable, bought 7 bags at once. Enough to eat my house Teddy days"
1827,包装给力，送到时冰没有化，物品完好,"Packaging to force, when there is no ice to send, items intact"
1828,不错很好和。好很哈。支持京东。支持京东,Nice and good. So very ha Support Jingdong. Support Jingdong
1829,j,j
1830,红著是大的没有小红著口感好!,Red is not a big red with a good taste!
1831,味道还可以。,Taste okay.
1832,还是这味道，还是这牌子，购物来京东，五星级,"Or this flavor, or this brand, shopping to Jingdong, five-star"
1833,"金正恩皇家赞。 ／￣￣￣Y￣￣。 ＼ l　　　　　　　　　l 　ヽ,,,,,／ ￣￣￣￣ ヽﾉ 　|::::: 　　　　　　　l 　|:::　　 ＿_　　　　 | (6　　　＼●　 ● 丨 　!　　　　 )・・(　 l 　ヽ 　 　　　(三)　 ﾉ 　／＼　 　 二　ノ /⌒ヽ. &lsquo;ー &mdash; 一 ＼ l　　　 |?　　　ヽoヽ?","Kim Jong Il 's reputation. / ¯¯¯Y¯¯. \ L l ヽ ,,,,, / ¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯ || ____ (6 ¥ ● ● 丨!) · · · (L ヽ (三) ノ / \ ニ ノ / ⌒ ヽ. & Lsquo; ー & mdash; 1 \ l |? ヽ o ヽ?"
1834,方糖期待使用～,Sugar is expected to use ~
1835,说实话，真的不太好吃，建议慎重买。,"To be honest, really not delicious, it is recommended to buy carefully."
1836,猫咪一直吃另外一个牌子的猫粮，准备换粮，先买小包装的试试。听说皇家的好，希望不会失望。直接给换的猫粮，没想到猫猫没挑食，每天吃得都很香，棒棒的！就是有点贵，很少有特价！,"Cats have been eating another brand of cat food, ready to change food, first try to buy a small package. I heard that the royal family is good, hope will not be disappointed. Directly to change the cat food, did not expect the cat did not picky eaters, eat very fragrant every day, great! Is a little expensive, very few specials!"
1837,两个主子都非常喜欢！,Two masters are very fond of!
1838,快递真是太给力了，味道也很正宗，超满意，大爱,"Express is too awesome, the taste is very authentic, super happy, big love"
1839,一万个不舒服 不平衡,Ten thousand uncomfortable imbalances
1840,给狗狗的零食，一颗一颗比较方便,"To the dog's snacks, a more convenient"
1841,好好好好好！,Good and well!
1842,质量非常不好，卖家发货还是错的？差评，差评，差评,"Quality is not good, the seller shipped or wrong? Bad review, bad review, bad review"
1843,好酸啊，跟图案不相符下次不再你家买东西了，一点也不好吃,"Good acid, ah, with the pattern does not match the next time you no longer buy things, and not delicious at all"
1844,很可爱的小兔子 卖家赠送的,Very cute bunny seller gift
1845,京东配送非常放心，东西很好很满意,"Jingdong distribution is very assured, very satisfied with the things"
1846,好儿童节快乐大儿子喜欢,Good Children's Day favorite big son like
1847,没有臭的味道，挺好吃,"No smelly taste, very tasty"
1848,和以前买的不一样，袋子里好多颗粒的东西,"Not the same as before, a lot of particles in the bag"
1849,好小好精致的一瓶！味道还可以?,Small and nice little bottle! Taste can be?
1850,还没用很好，相信京东，值得信赖， 一直用京东购物棒棒哒 给家里买了很多东西 很好！还没用很好，相信京东，值得信赖， 一直用京东购物棒棒哒 给家里买了很多东西 很好！值得信赖值得信赖,"Not used very well, I believe Jingdong, trustworthy, has been using the shopping bar very good to the home to buy a lot of good! Not used very well, I believe Jingdong, trustworthy, has been using the shopping bar very good to the home to buy a lot of good! Trustworthy trustworthy"
1851,很好吃跟我在实体店买的一样,Very good to eat with the same as I bought in the store
1852,看了评价本来心都凉了，预备好接到一堆翔，结果出乎预料，虽然每个盒子都被压出翔，巧克力却保持了原状，颗粒分明，有图为证，已经被我吃了两颗，卖家保持品质啊，吃完了会回购的！,"Read the evaluation of the heart had been cold, ready to receive a bunch of Xiang, the results unexpectedly, although each box was pressed out of Xiang, chocolate has maintained its status quo, clear-grained, with pictures as evidence, I have been eating Two, the seller to maintain the quality of ah, after eating will repurchase!"
1853,不错 狗狗很爱吃,Nice dog love to eat
1854,以为是嘉云，拿到一看居然是嘉云斯。我到,"Thought it is Jia Yun, got a look actually is Junsi Sri Lanka. I am here"
1855,姜糖很好吃。,Ginger sugar is delicious.
1856,这种太软了，,"This is too soft,"
1857,实物远不如照片所显示的那么大，花的颜色也与照片严重不符，除了送货超快，物品本身远不值588这个价格,"In-kind far less than the photo shows so much, the color of the flower is also seriously inconsistent with the photo, in addition to delivery ultra-fast, the item itself is far from worth 588 this price"
1858,手机没问题，系统有很多问题啊！什么时候才可以完善啊，给个时间,"Phone no problem, the system has many problems! When can we improve, give a time"
1859,每个虾酱买两个，看喜欢哪种再买，相信水娃娃，老板还赠了海蜇丝，谢谢啦。,"Buy two shrimp paste each, like what kind of buy, I believe the water doll, the boss also donated jellyfish wire, thank you."
1860,美国的车厘子个头大颜色深比较甜,"The United States, the first big car cherry color sweet"
1861,速度快，质量高，大果又甜又脆，打开没一会儿就被大家分完了！,"Fast, high-quality, sweet and crisp big fruit, opened for a while was everyone finished!"
1862,还不错，挺好，,"Not bad, very good,"
1863,比超市还贵啦，注意。,"More expensive than the supermarket, attention."
1864,还可以&hellip;希望店家卖新鲜的水果&hellip;不要充其次&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;红提不新鲜，提子都黑了，以后注意吧,"You can also hope that the store selling fresh fruit & nbsp; do not fill secondly, red mention is not fresh, the prunes are black, after the attention of it"
1865,生产日期太早了，比较遗憾。,"Production date is too early, more regrettable."
1866,又说低敏，看到成分有深海鱼，晕，这怎么能说低敏？？？？,"Also said that hyposmia, see the composition of deep-sea fish, halo, how can this be said that hypo-sensitive? ? ? ?"
1867,孩子们非常喜欢吃，味道不错,"Children like to eat, taste good"
1868,很好?和外面的一样,Very good? Same as outside
1869,物流很快。东西不错?,Logistics is fast. Things good?
1870,糖度不够，另外顺丰改成邮寄了，品质受到影响。差价如何退，请联系,"Brix is ​​not enough, another SF sent by mail, the quality is affected. How to refund the difference, please contact"
1871,非常好吃！！！炸了一袋，我女朋友亲手炸的，非常不错。香，嫩。哈哈,"Very tasty! ! ! Fried a bag, my girlfriend personally fried, very good. Fragrant, tender. Haha"
1872,，。？。，,，。？。，
1873,物流很快，而且到了也还没有融化，味道也很好。,"Logistics is fast, but by the time it has not melted, it tastes good too."
1874,包装精美！能准确表达爱意！,Beautifully packaged! Can accurately express love!
1875,好吃不贵速度快，谢谢小哥送上门。,"Not expensive delicious fast, thank you brother sent home."
1876,还行了，就是买回来，包裹没弄好,"Alright, is to buy it back, the package did not get well"
1877,不经咬不经咬,Without bite without bite
1878,不错！,Not bad!
1879,买了很多次～都可好吃了,Bought many times ~ can be delicious
1880,这是第三次买了 之前买的是大果 这次买的是中果 总的来说还不错??,This is the third time before buying a big fruit to buy the fruit is not bad overall
1881,不错，只能算不错,"Not bad, only good"
1882,快递不够地道,Express is not authentic
1883,这个还可以吧，形状怪异了一点,"This is OK, a little weird shape"
1884,个头太小，和苹果一样大,"Too small, just as big as an apple"
1885,极差评，基本收到的都是烂月饼,"Very bad reviews, the basic received are rotten moon cake"
1886,以前的烘鞋器还是彩虹的，用了几年，这个可能是新的缘故，伸缩时不是很灵活，挺喜欢这个品牌的，质量不错，五星,"Previous bake shoes or rainbow, with a few years, this may be the new reason, when the retractable is not very flexible, quite like this brand, good quality, five-star"
1887,很多都变形了,Many are deformed
1888,海参与商家描述的一样，个头挺大的，吃起来有弹性，很满意，就是物流有点慢,"Sea cucumber and merchants described the same, bigger, more flexible, very satisfied, is a bit slow logistics"
1889,质量好,Good quality
1890,味道很一般，比较油腻，不正宗。,"Taste very general, more greasy, not authentic."
1891,听起来不错，音质挺好的，用了一段时间还可以,"Sounds good, sound quality is good, with a period of time can be"
1892,给老妈买的，手机收到后左上角有瑕疵，提交售后给换了一个，耽搁了几天,"To the mother to buy, after the phone received a flaw in the upper left corner, submitted to the sale for a delay of a few days"
1893,满意好好好好满意好好好好,Satisfied with good and satisfied with good and good
1894,怎么我收到的是一个破袋子装的？根本没有桶,Why did I receive a broken bag? There is no bucket at all
