Item_Description
BUDWEISER BUDVAR,BUDWEISER BUDVARBUDWEISER BUDVAR,BEER,LAGER,BLONDE/GOLD,,,,5%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X1,
ANHEUSER BUSCH INBEV,LEFFELEFFE,BEER,ALE,RED/RUBY,,,,6.6%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X6,
ASAHI,PILSNER URQUELL (ASAHI)PILSNER URQUELL,BEER,PILS/PILSENER/PILSNER,BLONDE/GOLD,,,,4.4%,GLASS,BOTTLE,,330ML,X6,
HET ANKER,ECAUSSINESECAUSSINES,BEER,ALE,AMBER/COPPER,,,,10%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X1,
DE BLAUGIES,LA MONEUSELA MONEUSE,BEER,SAISON,AMBER/COPPER,,,,8%,GLASS,BOTTLE,REFILLABLE PACKAGING,750ML,X1,
ST. BERNARDUS,ST. BERNARDUSST. BERNARDUS,BEER,DOUBLE/DUBBEL,BLACK/DARK,,,,8%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X4,
SILENRIEUX,JOSEPH (SILENRIEUX)JOSEPH,BEER,LAGER,BLONDE/GOLD,,,,5.4%,GLASS,BOTTLE,REFILLABLE PACKAGING,250ML,X1,
LIEFMANS,LIEFMANSLIEFMANS,BEER,KRIEK,RED/RUBY,,CHERRY,CHERRY,6.5%,GLASS,BOTTLE,REFILLABLE PACKAGING,250ML,X24,
ANHEUSER BUSCH INBEV,DIEKIRCHDIEKIRCH PERFECT DRAFT,BEER,PILS/PILSENER/PILSNER,AMBER/COPPER,,,,5.1%,METAL,KEG,REFILLABLE PACKAGING,6000ML,X1,
SLAGHMUYLDER,WITKAP PATERWITKAP PATER,BEER,DOUBLE/DUBBEL,BLACK/DARK,,,,7%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X1,
JOHN MARTIN,GORDON (JOHN MARTIN)GORDON,BEER,ALE,RED/RUBY,,,,8.8%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X6,
BAVIK,WITTEKERKEWITTEKERKE,BEER,FRUIT BEER,RED/RUBY,,RASPBERRY,RASPBERRY,4.3%,METAL,CAN,,250ML,X1,
ABBAYE ST. REMY,TRAPPISTES ROCHEFORTTRAPPISTES ROCHEFORT,BEER,QUADRUPEL/QUADRUPLE,BLACK/DARK,,,,11.3%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X24,
HEINEKEN,MORT SUBITEMORT SUBITE,BEER,LAMBIC/LAMBIEK,BLONDE/GOLD,,,,4.5%,GLASS,BOTTLE,REFILLABLE PACKAGING,250ML,X24,
DE RANKE,XX BITTERXX BITTER,BEER,LAGER,BLONDE/GOLD,,,,6.2%,GLASS,BOTTLE,,330ML,X1,
DIFCOM LA CAVE DES PERES,FOUDROYANTEFOUDROYANTE,BEER,FRUIT BEER,RED/RUBY,,RASPBERRY,RASPBERRY,2.5%,GLASS,BOTTLE,,375ML,X1,
ST. FEUILLIEN,ST. FEUILLIENST. FEUILLIEN,BEER,ALE,RED/RUBY,,,,9%,GLASS,BOTTLE,REFILLABLE PACKAGING,750ML,X1,
ANHEUSER BUSCH INBEV,JUPILERJUPILER,BEER LOW/NO ALCOHOL,PILS/PILSENER/PILSNER,BLONDE/GOLD,,,,0.5%,GLASS,BOTTLE,REFILLABLE PACKAGING,250ML,X1,
HAACHT,PRIMUS (HAACHT)PRIMUS,BEER,LAGER,BLONDE/GOLD,,,,5.2%,METAL,CAN,,330ML,X1,
CORSENDONK,CORSENDONKCORSENDONK,BEER,DOUBLE/DUBBEL,BLACK/DARK,,,,6.5%,GLASS,BOTTLE,,1500ML,X1,
BRASSERIE DUPONT,MOINETTEMOINETTE,BEER,ALE,BLONDE/GOLD,,,,7.5%,GLASS,BOTTLE,REFILLABLE PACKAGING,250ML,X1,
BIERES DE CHIMAY,CHIMAYCHIMAY,BEER,ALE,BLACK/DARK,,,,9%,GLASS,BOTTLE,,750ML,X1,
ST. JOZEF,BOSBIERBOSBIER,BEER,GUEUZE,BLONDE/GOLD,,,,4.5%,GLASS,BOTTLE,,250ML,X1,
CAULIER ROGER,BON SECOURSBON SECOURS,BEER,,AMBER/COPPER,,,,8%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X6,INC 1 FREE
HEINEKEN,MAES (HEINEKEN)MAES,BEER,PILS/PILSENER/PILSNER,BLONDE/GOLD,,,,5.2%,METAL,CAN,,330ML,X15,+3 FREE
ROMAN (BREWERY),GENTSE STROPGENTSE STROP FIER GENTS,BEER,ALE,BLONDE/GOLD,,,,6.9%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X4,
ANNOEULLIN,RINCE COCHONRINCE COCHON,BEER,LAGER,BLONDE/GOLD,,,,8.5%,GLASS,BOTTLE,,330ML,X3,+GLASS
CORSENDONK,CORSENDONKCORSENDONK,BEER,TRIPEL/TRIPLE,BLONDE/GOLD,,,,7.5%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X4,
HAACHT,TONGERLOTONGERLO,BEER,TRIPEL/TRIPLE,BLONDE/GOLD,,,,9%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X8,
VAN HONSEBROUCK,ST. LOUIS (VAN HONSEBROUCK)ST. LOUIS,BEER,LAMBIC/LAMBIEK,RED/RUBY,,RASPBERRY,RASPBERRY,2.8%,GLASS,BOTTLE,REFILLABLE PACKAGING,375ML,X1,
ANHEUSER BUSCH INBEV,CORONA (ANHEUSER BUSCH INBEV)CORONA EXTRA,BEER,LAGER,BLONDE/GOLD,,,,4.5%,GLASS,BOTTLE,,330ML,X1,
HEINEKEN,SAGRES (HEINEKEN)SAGRES BOHEMIA,BEER,MÌãRZEN,RED/RUBY,,,,6.2%,GLASS,BOTTLE,,330ML,X6,
DE LANDTSHEER,MALHEURMALHEUR,BEER,ALE,BLONDE/GOLD,,,,10%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X4,
SILENRIEUX,SARA (SILENRIEUX)SARA,BEER,ALE,BLONDE/GOLD,,,,6%,GLASS,BOTTLE,REFILLABLE PACKAGING,250ML,X1,
BOCKOR,BOCKORBOCKOR,BEER,PILS/PILSENER/PILSNER,BLONDE/GOLD,,,,5.2%,GLASS,BOTTLE,REFILLABLE PACKAGING,250ML,X1,
ANHEUSER BUSCH INBEV,JUPILERJUPILER TAURO,BEER,PILS/PILSENER/PILSNER,BLONDE/GOLD,,,,6.2%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X6,
BRASSERIE NATIONALE,BOFFERDINGBOFFERDING,BEER,PILS/PILSENER/PILSNER,BLONDE/GOLD,,,,4.8%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X22,+2 FREE
BIERBROUWERIJ VERMEERSEN,BRUGSE ZOTBRUGSE ZOT,BEER,ALE,BLONDE/GOLD,,,,6%,GLASS,BOTTLE,,330ML,X6,
LINDEMANS,LINDEMANS (LINDEMANS)LINDEMANS,BEER,KRIEK,RED/RUBY,,CHERRY,CHERRY,3.5%,GLASS,BOTTLE,REFILLABLE PACKAGING,375ML,X12,+GLASS
ASAHI,DEBOWEDEBOWE,BEER,LAGER,BLONDE/GOLD,,,,7%,METAL,CAN,,500ML,X4,
LIEFMANS,LIEFMANSLIEFMANS,BEER,KRIEK,RED/RUBY,,CHERRY,CHERRY,7.1%,GLASS,BOTTLE,REFILLABLE PACKAGING,375ML,X6,
HET ANKER,GOUDEN CAROLUSGOUDEN CAROLUS,BEER,,AMBER/COPPER,,,,8%,GLASS,BOTTLE,REFILLABLE PACKAGING,750ML,X1,
HET ANKER,GOUDEN CAROLUSGOUDEN CAROLUS,BEER,,,,,,10.5%,GLASS,BOTTLE,,330ML,X4,
GRAIN D'ORGE,GRAIN D'ORGE (GRAIN D'ORGE)GRAIN D'ORGE,BEER,DOPPELBOCK,BLONDE/GOLD,,,,8%,GLASS,BOTTLE,,330ML,X1,
ANHEUSER BUSCH INBEV,HOEGAARDENHOEGAARDEN,BEER,ALE,AMBER/COPPER,,,,8.5%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X1,
HEINEKEN,DESPERADOSDESPERADOS,BEER,LAGER,BLONDE/GOLD,,LIQUOR,TEQUILA,5.9%,METAL,CAN,,330ML,X6,
HEINEKEN,AFFLIGEM (HEINEKEN)AFFLIGEM,BEER,PALE ALE,BLONDE/GOLD,,,,6.8%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X1,
ANHEUSER BUSCH INBEV,VIEUX TEMPSVIEUX TEMPS,BEER,ALE,AMBER/COPPER,,,,4.5%,GLASS,BOTTLE,REFILLABLE PACKAGING,250ML,X1,
ANHEUSER BUSCH INBEV,HOEGAARDENHOEGAARDEN,BEER,WHEAT BEER,BLONDE/GOLD,,,,4.9%,GLASS,BOTTLE,REFILLABLE PACKAGING,250ML,X8,
PALM,PALM (PALM)PALM,BEER,ALE,AMBER/COPPER,,,,5.7%,GLASS,BOTTLE,,250ML,X1,
HUYGHE (BREWERY),BOBELINEBOBELINE LA BIERE DE SPA,BEER,ALE,BLONDE/GOLD,,,,8.5%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X1,
ROMAN (BREWERY),ENAMEENAME,BEER,TRIPEL/TRIPLE,BLONDE/GOLD,,,,8.5%,GLASS,BOTTLE,REFILLABLE PACKAGING,750ML,X1,+GLASS
AHOLD DELHAIZE,365 (AHOLD DELHAIZE)365,BEER,PILS/PILSENER/PILSNER,BLONDE/GOLD,,,,4.7%,METAL,CAN,,330ML,X1,
JOHN MARTIN,BOURGOGNE DES FLANDRESBOURGOGNE DES FLANDRES,BEER,OUD BRUIN,RED/RUBY,,,,5%,GLASS,BOTTLE,,330ML,X1,
PALM,RODENBACHRODENBACH,BEER,OUD BRUIN,AMBER/COPPER,,,,7%,GLASS,BOTTLE,,750ML,X1,
ANHEUSER BUSCH INBEV,JUPILERJUPILER,BEER,PILS/PILSENER/PILSNER,BLONDE/GOLD,,,,5.2%,METAL,CAN,,330ML,X33,+3 FREE
BRASSERIE DE BASTOGNE,LA TROUFFETTELA TROUFFETTE,BEER,,AMBER/COPPER,,,,7.8%,GLASS,BOTTLE,,750ML,X1,
DE LANDTSHEER,MALHEURMALHEUR,BEER,ALE,BLACK/DARK,,,,12%,GLASS,BOTTLE,,750ML,X1,
LINDEMANS,LINDEMANS (LINDEMANS)LINDEMANS,BEER,LAMBIC/LAMBIEK,RED/RUBY,,RASPBERRY,FRAMBOISE,2.5%,GLASS,BOTTLE,REFILLABLE PACKAGING,750ML,X1,
CORA,VOLSBERGVOLSBERG,BEER,LAGER,BLONDE/GOLD,,,,4.5%,METAL,CAN,,330ML,X6,
ABBAYE DU VAL DIEU,VAL DIEU (ABBAYE DU VAL DIEU)VAL DIEU,BEER,ASSORTED,ASSORTED,,,,ASSORTED,GLASS,BOTTLE,REFILLABLE PACKAGING,750ML,X2,
PALM,PALM (PALM)PALM,BEER,ALE,AMBER/COPPER,,,,5.7%,GLASS,BOTTLE,,330ML,X1,
ANHEUSER BUSCH INBEV,LEFFELEFFE,BEER,DOUBLE/DUBBEL,BLACK/DARK,,,,6.5%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X6,
BOCKOR,BOCKORBOCKOR,BEER,PILS/PILSENER/PILSNER,BLONDE/GOLD,,,,5.2%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X24,
METRO,FELSGOLD (METRO)FELSGOLD,BEER,PILS/PILSENER/PILSNER,BLONDE/GOLD,,,,4.7%,METAL,CAN,,330ML,X1,
HEINEKEN,MORT SUBITEMORT SUBITE X TREME,BEER,LAMBIC/LAMBIEK,RED/RUBY,,RASPBERRY,FRAMBOISE,4.2%,GLASS,BOTTLE,REFILLABLE PACKAGING,250ML,X4,
LA CARACOLE,NOSTRADAMUSNOSTRADAMUS,BEER,ALE,BLONDE/GOLD,,,,9%,GLASS,BOTTLE,REFILLABLE PACKAGING,750ML,X1,
BRUNEHAUT,BRUNEHAUTBRUNEHAUT,BEER,,AMBER/COPPER,,,,6.5%,GLASS,BOTTLE,REFILLABLE PACKAGING,750ML,X1,
BAVIK,EZELEZEL,BEER,BIERE BLANCHE/WITBIER,BLONDE/GOLD,,,,5.8%,GLASS,BOTTLE,REFILLABLE PACKAGING,250ML,X1,
HEINEKEN,OP ALEOP ALE,BEER,ALE,BLONDE/GOLD,,,,5%,GLASS,BOTTLE,REFILLABLE PACKAGING,250ML,X1,+GIFT
MOLSON COORS,COORS (MOLSON COORS)COORS LIGHT,BEER,LAGER,BLONDE/GOLD,,,,4%,GLASS,BOTTLE,,330ML,X1,
TIMMERMANS,TIMMERMANSTIMMERMANS,BEER,LAMBIC/LAMBIEK,BLONDE/GOLD,,PEACH,PEACH,4%,GLASS,BOTTLE,REFILLABLE PACKAGING,250ML,X3,+1 FREE
ANHEUSER BUSCH INBEV,BELLE VUEBELLE VUE,BEER,GUEUZE,BLONDE/GOLD,,,,5.5%,GLASS,BOTTLE,REFILLABLE PACKAGING,250ML,X6,
ABDIJ WESTMALLE,WESTMALLEWESTMALLE,BEER,TRIPEL/TRIPLE,BLONDE/GOLD,,,,9.5%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X1,
AHOLD DELHAIZE,DELHAIZEDELHAIZE FLORIVAL,BEER,ALE,BLONDE/GOLD,,,,7%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X4,
HEINEKEN,MORT SUBITEMORT SUBITE X TREME,BEER,LAMBIC/LAMBIEK,RED/RUBY,,CHERRY,CHERRY,4.3%,GLASS,BOTTLE,REFILLABLE PACKAGING,250ML,X8,INC 2 FREE
LINDEMANS,LINDEMANS (LINDEMANS)LINDEMANS,BEER,LAMBIC/LAMBIEK,BLONDE/GOLD,,,,4.2%,GLASS,BOTTLE,,375ML,X1,
DIAGEO,GUINNESS (DIAGEO)GUINNESS,BEER,STOUT,BLACK/DARK,,,,5%,METAL,CAN,,440ML,X4,
DUVEL MOORTGAT,MAREDSOUS (DUVEL MOORTGAT)MAREDSOUS,BEER,ALE,AMBER/COPPER,,,,8%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X4,
BOON,BOON (BOON)BOON,BEER,KRIEK,RED/RUBY,,CHERRY,CHERRY,4%,GLASS,BOTTLE,REFILLABLE PACKAGING,250ML,X1,
DUVEL MOORTGAT,LA CHOUFFECHOUFFE,BEER,ALE,BLONDE/GOLD,,,,8%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X4,
JOHN MARTIN,GORDON (JOHN MARTIN)GORDON FINEST,BEER,ALE,BLONDE/GOLD,,,,10%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X6,
ST. BERNARDUS,ST. BERNARDUSST. BERNARDUS,BEER,TRIPEL/TRIPLE,BLONDE/GOLD,,,,8%,GLASS,BOTTLE,,750ML,X1,
ANHEUSER BUSCH INBEV,PAUWEL KWAKPAUWEL KWAK,BEER,ALE,AMBER/COPPER,,,,8.4%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X6,INC 1 FREE
ANHEUSER BUSCH INBEV,BUDBUD,BEER,LAGER,BLONDE/GOLD,,,,5%,GLASS,BOTTLE,,250ML,X1,
VAN HONSEBROUCK,BRIGAND (VAN HONSEBROUCK)BRIGAND,BEER,ALE,BLONDE/GOLD,,,,9%,GLASS,BOTTLE,REFILLABLE PACKAGING,750ML,X1,
LIDL,GRAFENWALDERGRAFENWALDER,BEER,PILS/PILSENER/PILSNER,BLONDE/GOLD,,,,4.9%,GLASS,BOTTLE,,500ML,X6,
CARLSBERG,GRIMBERGEN (CARLSBERG)GRIMBERGEN,BEER,DOUBLE/DUBBEL,BLACK/DARK,,,,6.5%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X24,
DUVEL MOORTGAT,MAREDSOUS (DUVEL MOORTGAT)MAREDSOUS,BEER,ALE,AMBER/COPPER,,,,8%,GLASS,BOTTLE,REFILLABLE PACKAGING,750ML,X1,
ST. FEUILLIEN,ST. FEUILLIENST. FEUILLIEN,BEER,ALE,BLONDE/GOLD,,,,7.5%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X4,
JOHN MARTIN,GORDON (JOHN MARTIN)GORDON FINEST,BEER,ALE,BLONDE/GOLD,,,,10%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X6,INC 1 FREE
VAN STEENBERGE,GENTSEGENTSE,BEER,TRIPEL/TRIPLE,BLONDE/GOLD,,,,8%,GLASS,BOTTLE,,330ML,X1,
BOON,BOON (BOON)BOON,BEER,KRIEK,RED/RUBY,,CHERRY,CHERRY,6.5%,GLASS,BOTTLE,REFILLABLE PACKAGING,375ML,X1,
ALSABIERES,LA ST. PIERRELA ST. PIERRE,BEER,LAGER,BLONDE/GOLD,,,,5.6%,GLASS,BOTTLE,,500ML,X1,
DR. OETKER / RADEBERGER,HENNINGER (DR. OETKER / RADEBERGER)HENNINGER,BEER,PILS/PILSENER/PILSNER,BLONDE/GOLD,,,,4.8%,METAL,CAN,,500ML,X1,
DU BOCQ,SUPER DES FAGNESSUPER DES FAGNES,BEER,LAGER,BLONDE/GOLD,,,,7.5%,GLASS,BOTTLE,REFILLABLE PACKAGING,250ML,X4,
ABBAYE DES ROCS,ABBAYE DES ROCSABBAYE DES ROCS,BEER,ALE,BLONDE/GOLD,,,,7.5%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X1,
VAN STEENBERGE,AUGUSTIJNAUGUSTIJN,BEER,ALE,AMBER/COPPER,,,,7%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X6,
DUBUISSON,BUSH (DUBUISSON)BUSH,BEER,ASSORTED,ASSORTED,,,,ASSORTED,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X4,+GLASS
BRASSERIE NATIONALE,BOFFERDINGBOFFERDING,BEER,PILS/PILSENER/PILSNER,BLONDE/GOLD,,,,4.8%,METAL,KEG,,4000ML,X1,+1000ML FREE
DUVEL MOORTGAT,DUVELDUVEL,BEER,ALE,BLONDE/GOLD,,,,8.5%,GLASS,BOTTLE,REFILLABLE PACKAGING,750ML,X1,
DUBUISSON,BUSH (DUBUISSON)BUSH,BEER,TRIPEL/TRIPLE,AMBER/COPPER,,,,12%,GLASS,BOTTLE,REFILLABLE PACKAGING,250ML,X24,BANDED PACK
HEINEKEN,JAZZ (HEINEKEN)JAZZ,BEER,LAGER,AMBER/COPPER,,,,6%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X1,
HEINEKEN,OP ALEOP ALE,BEER,ALE,BLONDE/GOLD,,,,5%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X24,
CARREFOUR,CARREFOURCARREFOUR,BEER,PILS/PILSENER/PILSNER,BLONDE/GOLD,,,,4.7%,METAL,CAN,,330ML,X1,
BIERBROUWERIJ VERMEERSEN,BRUGSE ZOTBRUGSE ZOT,BEER,ALE,BLONDE/GOLD,,,,6%,GLASS,BOTTLE,REFILLABLE PACKAGING,750ML,X1,
AHOLD DELHAIZE,365 (AHOLD DELHAIZE)365,BEER,PILS/PILSENER/PILSNER,BLONDE/GOLD,,,,4.7%,METAL,CAN,,330ML,X24,
HEINEKEN,MORT SUBITEMORT SUBITE X TREME,BEER,LAMBIC/LAMBIEK,RED/RUBY,,CHERRY,CHERRY,4.3%,GLASS,BOTTLE,REFILLABLE PACKAGING,250ML,X4,
CORA,CORA (CORA)CORA,BEER,,AMBER/COPPER,,,,1.5%,GLASS,BOTTLE,REFILLABLE PACKAGING,750ML,X1,
MOLSON COORS,WORTHINGTONSWORTHINGTONS,BEER,BITTER,BLONDE/GOLD,,,,3.6%,METAL,CAN,,440ML,X4,
ROMAN (BREWERY),GENTSE STROPGENTSE STROP FIER GENTS,BEER,ALE,BLONDE/GOLD,,,,6.9%,GLASS,BOTTLE,REFILLABLE PACKAGING,1500ML,X1,
LIEFMANS,LIEFMANSLIEFMANS,BEER,FRUIT BEER,RED/RUBY,,FRUIT,FRUIT,3.8%,GLASS,BOTTLE,REFILLABLE PACKAGING,250ML,X4,+GLASS
DU BOCQ,SUPER DES FAGNESSUPER DES FAGNES,BEER,ALE,AMBER/COPPER,,,,7.5%,GLASS,BOTTLE,REFILLABLE PACKAGING,250ML,X1,
DU BOCQ,SUPER DES FAGNESSUPER DES FAGNES,BEER,ALE,AMBER/COPPER,,,,7.5%,GLASS,BOTTLE,REFILLABLE PACKAGING,250ML,X4,
ST. BERNARDUS,ST. BERNARDUSST. BERNARDUS,BEER,TRIPEL/TRIPLE,BLONDE/GOLD,,,,8%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X4,
HEINEKEN,AFFLIGEM (HEINEKEN)AFFLIGEM,BEER,ALE,BLONDE/GOLD,,,,6.8%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X1,
ANHEUSER BUSCH INBEV,HOEGAARDENHOEGAARDEN,BEER,WHEAT BEER,BLONDE/GOLD,,,,4.9%,GLASS,BOTTLE,REFILLABLE PACKAGING,250ML,X24,
BOCKOR,OMEROMER,BEER,ALE,BLONDE/GOLD,,,,8%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X24,
ANHEUSER BUSCH INBEV,BELLE VUEBELLE VUE,BEER,KRIEK,RED/RUBY,,CHERRY,CHERRY,5.1%,GLASS,BOTTLE,REFILLABLE PACKAGING,250ML,X24,
BROEDER JACOB,BROEDER JACOBJACOB,BEER,ALE,BLACK/DARK,,,,9%,GLASS,BOTTLE,,750ML,X1,
CARLSBERG,KRONENBOURGKRONENBOURG 1664,BEER,LAGER,BLONDE/GOLD,,,,5.5%,GLASS,BOTTLE,REFILLABLE PACKAGING,250ML,X6,
DUBUISSON,BUSH DE NOELBUSH DE NOEL,BEER,ALE,AMBER/COPPER,,,,12%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X6,
ANHEUSER BUSCH INBEV,HOEGAARDENHOEGAARDEN,BEER,WHEAT BEER,RED/RUBY,,RASPBERRY,RASPBERRY,3%,GLASS,BOTTLE,REFILLABLE PACKAGING,750ML,X2,+GLASSES & ICE BUCKET
ANHEUSER BUSCH INBEV,LEFFELEFFE,BEER,DOUBLE/DUBBEL,BLACK/DARK,,,,6.5%,GLASS,BOTTLE,REFILLABLE PACKAGING,750ML,X1,
DUVEL MOORTGAT,DE KONINCKDE KONINCK,BEER,ALE,AMBER/COPPER,,,,5.2%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X24,
BRASSERIE D'EBLY,LA CORNE DU BOIS DES PENDUSLA CORNE DU BOIS DES PENDUS,BEER,ALE,BLONDE/GOLD,,,,ASSORTED,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X4,+GLASS
ABDIJ WESTMALLE,WESTMALLEWESTMALLE,BEER,ASSORTED,ASSORTED,,,,ASSORTED,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X4,+GLASSES
ANHEUSER BUSCH INBEV,LEFFELEFFE,BEER,DOUBLE/DUBBEL,BLACK/DARK,,,,6.5%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X1,
BROEDER JACOB,BROEDER JACOBJACOB,BEER,TRIPEL/TRIPLE,AMBER/COPPER,,,,7.5%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X4,
AUTHENTIQUE BRASSERIE,AUTHENTIQUEAUTHENTIQUE,BEER,TRIPEL/TRIPLE,BLONDE/GOLD,,,,9.5%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X1,
DUBUISSON,BUSH (DUBUISSON)BUSH,BEER,TRIPEL/TRIPLE,BLONDE/GOLD,,,,10.5%,GLASS,BOTTLE,REFILLABLE PACKAGING,750ML,X1,
DUBUISSON,BUSH (DUBUISSON)BUSH,BEER,ASSORTED,ASSORTED,,,,ASSORTED,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X12,+GLASSES
CARLSBERG,GRIMBERGEN (CARLSBERG)GRIMBERGEN,BEER,ALE,BLONDE/GOLD,,,,6.7%,GLASS,BOTTLE,REFILLABLE PACKAGING,750ML,X12,
CAULIER ROGER,CAULIERCAULIER,BEER,ALE,BLONDE/GOLD,,,,6.8%,GLASS,BOTTLE,,330ML,X3,+1 FREE
VAN STEENBERGE,BORNEMBORNEM,BEER,DOUBLE/DUBBEL,BLACK/DARK,,,,8%,GLASS,BOTTLE,REFILLABLE PACKAGING,750ML,X1,
TROCH WAMBEEK,CHAPEAU (TROCH WAMBEEK)CHAPEAU,BEER,LAMBIC/LAMBIEK,BLONDE/GOLD,,,,4.7%,GLASS,BOTTLE,REFILLABLE PACKAGING,250ML,X1,
BRASSERIE DE CAZEAU,TOURNAYTOURNAY,BEER,ALE,BLONDE/GOLD,,,,9%,GLASS,BOTTLE,,750ML,X1,
CARLSBERG,GRIMBERGEN (CARLSBERG)GRIMBERGEN,BEER,DOUBLE/DUBBEL,BLACK/DARK,,,,6.5%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X24,
DUBUISSON,ASSORTMENT DUBUISSONUNBRANDED,BEER,ASSORTED,ASSORTED,,,,ASSORTED,GLASS,BOTTLE,REFILLABLE PACKAGING,314ML,X10,+BOOK
COLRUYT,BOXER (COLRUYT)BOXER,BEER,TRIPEL/TRIPLE,BLONDE/GOLD,,,,3.7%,GLASS,BOTTLE,REFILLABLE PACKAGING,750ML,X1,
HEINEKEN,MAES (HEINEKEN)MAES,BEER,PILS/PILSENER/PILSNER,BLONDE/GOLD,,,,5.2%,METAL,CAN,,330ML,X1,
ANHEUSER BUSCH INBEV,JUPILERJUPILER,BEER,PILS/PILSENER/PILSNER,BLONDE/GOLD,,,,5.2%,METAL,CAN,,440ML,X24,
LES 3 FOURQUETS,CUVEE DU TCHESTECUVEE DU TCHESTE,BEER,ALE,BLONDE/GOLD,,,,8%,GLASS,BOTTLE,REFILLABLE PACKAGING,750ML,X1,
ROULARTA,UNBRANDED (ROULARTA)UNBRANDED,BEER,ASSORTED,ASSORTED,,,,ASSORTED,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X4,+GLASS & RECIPE BOOK
HET NEST,SCHUPPEN BOERSCHUPPEN BOER,BEER,TRIPEL/TRIPLE,BLONDE/GOLD,,,,8%,GLASS,BOTTLE,,330ML,X1,
BRASSERIE A VAPEUR,VAPEUR EN FOLIEVAPEUR EN FOLIE TROU DU FUT,BEER,ALE,BLONDE/GOLD,,,,8%,GLASS,BOTTLE,REFILLABLE PACKAGING,1500ML,X1,
BRASSERIE DE BOUILLON,CUVEE DE BOUILLONCUVEE DE BOUILLON,BEER,ALE,BLONDE/GOLD,,,,6.5%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X1,
BRASSERIE DES CARRIERES,DIOLEDIOLE,BEER,ALE,BLONDE/GOLD,,,,6.5%,GLASS,BOTTLE,REFILLABLE PACKAGING,750ML,X1,
HAACHT,CHARLES QUINT (HAACHT)CHARLES QUINT OMMEGANG,BEER,ALE,BLONDE/GOLD,,,,8%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X4,
HEINEKEN,MAES (HEINEKEN)MAES,BEER,PILS/PILSENER/PILSNER,BLONDE/GOLD,,,,5.2%,METAL,CAN,,330ML,X16,+4 FREE
HEINEKEN,DESPERADOSDESPERADOS,BEER,LAGER,BLONDE/GOLD,,LIME & LIQUOR & MINT,LIME & MINT & TEQUILA,4.7%,GLASS,BOTTLE,,330ML,X3,
MICROBROUWERIJ ACHILLES,DE LITER VAN PALLIETERDE LITER VAN PALLIETER,BEER,TRIPEL/TRIPLE,BLONDE/GOLD,,,,8%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X1,
